"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12932","Password Confirmation: Валидация и безопасность","chromium","Thu May 07 09:49:53 UTC 2026","passed","Thu May 07 09:50:06 UTC 2026","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","0","Валидация обязательных полей","chromium","Thu May 07 09:37:50 UTC 2026","skipped","Thu May 07 09:37:50 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","13637","Email: Валидация и стили","chromium","Thu May 07 09:52:37 UTC 2026","passed","Thu May 07 09:52:51 UTC 2026","Homeowner Signup Navigation @regression","ui/auth/C Sign Up Form Homeowner.spec.ts","",""
"","0","Валидация некорректного email: без имени пользователя (@test.com)","firefox","Thu May 07 10:01:53 UTC 2026","skipped","Thu May 07 10:01:53 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Валидация некорректного email: без домена (user@)","chromium","Thu May 07 09:37:50 UTC 2026","skipped","Thu May 07 09:37:50 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","29857","Навигация и проверка страницы Request Quotes","chromium","Thu May 07 09:57:48 UTC 2026","passed","Thu May 07 09:58:17 UTC 2026","Request Quotes Suite @regression","ui/navigation/H Login and Navigation to Request Quotes - User use Lite plan.spec.ts","",""
"","0","Email - проверка безопасности (XSS и SQL-инъекции)","chromium","Thu May 07 09:37:50 UTC 2026","skipped","Thu May 07 09:37:50 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","16240","Password: Валидация и стили","firefox","Thu May 07 10:17:33 UTC 2026","passed","Thu May 07 10:17:49 UTC 2026","Homeowner Signup Navigation @regression","ui/auth/C Sign Up Form Homeowner.spec.ts","",""
"","0","Спецсимволы и длинный запрос","firefox","Thu May 07 10:18:55 UTC 2026","skipped","Thu May 07 10:18:55 UTC 2026","Home Page Tests @regression @smoke > Search Functionality Audit @search","ui/home/L Home Page .spec.ts","",""
"","0","Forgot Password - проверка функциональности","firefox","Thu May 07 10:01:53 UTC 2026","skipped","Thu May 07 10:01:53 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","8403","Full Name: Валидация и стили","chromium","Thu May 07 09:52:29 UTC 2026","passed","Thu May 07 09:52:37 UTC 2026","Homeowner Signup Navigation @regression","ui/auth/C Sign Up Form Homeowner.spec.ts","",""
"","0","Email - проверка регистра","chromium","Thu May 07 09:37:50 UTC 2026","skipped","Thu May 07 09:37:50 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Password - проверка максимальной длины","firefox","Thu May 07 10:01:53 UTC 2026","skipped","Thu May 07 10:01:53 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Спецсимволы и длинный запрос","chromium","Thu May 07 09:54:01 UTC 2026","skipped","Thu May 07 09:54:01 UTC 2026","Home Page Tests @regression @smoke > Search Functionality Audit @search","ui/home/L Home Page .spec.ts","",""
"","2875","Delete Admin Action - Cancel/Dismiss @new","firefox","Thu May 07 10:01:32 UTC 2026","passed","Thu May 07 10:01:35 UTC 2026","Admin Panel / All Admins Management @regression","ui/admin/Q Admin Panel All Admins.spec.ts","",""
"","0","UI/UX: Проверка адаптивности и пользовательского интерфейса","chromium","Thu May 07 09:52:24 UTC 2026","skipped","Thu May 07 09:52:24 UTC 2026","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","34526","Email: Проверка форматов и безопасности","firefox","Thu May 07 10:13:28 UTC 2026","passed","Thu May 07 10:14:03 UTC 2026","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","9242","Проверка элементов навигации и контента","firefox","Thu May 07 10:18:45 UTC 2026","failed","Thu May 07 10:18:54 UTC 2026","Home Page Tests @regression @smoke","ui/home/L Home Page .spec.ts","",""
"","0","Несуществующий запрос","firefox","Thu May 07 10:18:55 UTC 2026","skipped","Thu May 07 10:18:55 UTC 2026","Home Page Tests @regression @smoke > Search Functionality Audit @search","ui/home/L Home Page .spec.ts","",""
"","16438","Password: Валидация и безопасность","chromium","Thu May 07 09:49:36 UTC 2026","passed","Thu May 07 09:49:53 UTC 2026","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","0","Email - проверка лишних пробелов","firefox","Thu May 07 10:01:53 UTC 2026","skipped","Thu May 07 10:01:53 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Валидация некорректного email: точка в конце домена (user@test.)","chromium","Thu May 07 09:37:50 UTC 2026","skipped","Thu May 07 09:37:50 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","30398","Комплексная проверка вкладки E-dition и интерактивного iframe","chromium","Thu May 07 09:55:06 UTC 2026","broken","Thu May 07 09:55:36 UTC 2026","Home Page E-dition Tab Audit @regression","ui/home/P Home Page Tab E-dition.spec.ts","",""
"","0","Проверка видимости полей формы","firefox","Thu May 07 10:01:53 UTC 2026","skipped","Thu May 07 10:01:53 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","14974","Signup Button: Валидация и взаимодействие","chromium","Thu May 07 09:53:21 UTC 2026","passed","Thu May 07 09:53:36 UTC 2026","Homeowner Signup Navigation @regression","ui/auth/C Sign Up Form Homeowner.spec.ts","",""
