"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","Функциональные клики в навигации","chromium","2026-09-13","skipped","2026-09-13","Home Page Tests @regression @smoke","ui/home/L Home Page .spec.ts","",""
"","0","Forgot Password - проверка функциональности","firefox","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Валидация некорректного email: без домена (user@)","firefox","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Неуспешная авторизация с неверными данными","webkit","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Проверка производительности","firefox","2026-09-13","skipped","2026-09-13","Home Page Tests @regression @smoke","ui/home/L Home Page .spec.ts","",""
"","0","Email - проверка лишних пробелов","chromium","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","69807","Full Name: Валидация и форматы","chromium","2026-09-13","passed","2026-09-13","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","0","Валидация формата email","chromium","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Валидация некорректного email: точка в конце домена (user@test.)","chromium","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","17888","Загрузка документа на странице Upload License & Insurance","firefox","2026-09-13","failed","2026-09-13","Upload License and Insurance Suite @regression","ui/navigation/F Login and Navigation to Upload License and Insurance - User use Lite plan.spec.ts","",""
"","15164","Навигация и проверка страницы Account Settings с валидацией поля Name","chromium","2026-09-13","failed","2026-09-13","Account Settings Suite @regression","ui/navigation/J Login and Navigation to Account Settings - User use Lite plan.spec.ts","",""
"","15904","Signup Button: Валидация и взаимодействие","firefox","2026-09-13","passed","2026-09-13","Homeowner Signup Navigation @regression","ui/auth/C Sign Up Form Homeowner.spec.ts","",""
"","0","Email - проверка сообщения об ошибке для пустого поля","firefox","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","2792","Успешная авторизация с валидными данными","chromium","2026-09-13","failed","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","27213","Password: Валидация и безопасность","webkit","2026-09-13","passed","2026-09-13","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","0","Пустой ввод","chromium","2026-09-13","skipped","2026-09-13","Home Page Tests @regression @smoke > Search Functionality Audit @search","ui/home/L Home Page .spec.ts","",""
"","1","Email - проверка лишних пробелов","webkit","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Несуществующий запрос","chromium","2026-09-13","skipped","2026-09-13","Home Page Tests @regression @smoke > Search Functionality Audit @search","ui/home/L Home Page .spec.ts","",""
"","16071","Password: Валидация и стили","firefox","2026-09-13","passed","2026-09-13","Homeowner Signup Navigation @regression","ui/auth/C Sign Up Form Homeowner.spec.ts","",""
"","0","Password - проверка отображения (скрыт/показать)","firefox","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","30226","Комплексная проверка вкладки E-dition и интерактивного iframe","firefox","2026-09-13","broken","2026-09-13","Home Page E-dition Tab Audit @regression","ui/home/P Home Page Tab E-dition.spec.ts","",""
"","0","Email - проверка сообщения об ошибке для пустого поля","webkit","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","120524","reCAPTCHA: Visibility and Integration","webkit","2026-09-13","broken","2026-09-13","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","8199","Навигация и проверка страницы Messages","firefox","2026-09-13","passed","2026-09-13","Messages Suite @regression","ui/navigation/I Login and Navigation to Messages - User use Lite plan.spec.ts","",""
"","0","Неуспешная авторизация с неверными данными","firefox","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Проверка типов полей ввода","firefox","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Password - проверка максимальной длины","firefox","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","8957","Проверка элементов навигации и контента","firefox","2026-09-13","failed","2026-09-13","Home Page Tests @regression @smoke","ui/home/L Home Page .spec.ts","",""
"","0","Password - проверка минимальной длины","firefox","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","5515","Delete Admin Action - Cancel/Dismiss @new","webkit","2026-09-13","passed","2026-09-13","Admin Panel / All Admins Management @regression","ui/admin/Q Admin Panel All Admins.spec.ts","",""
"","1","Password - проверка минимальной длины","webkit","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Remember Me - проверка чекбокса ""Запомнить меня""","firefox","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","12603","Password Confirmation: Валидация и безопасность","chromium","2026-09-13","passed","2026-09-13","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","13902","Password Confirmation: Валидация и безопасность","firefox","2026-09-13","passed","2026-09-13","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","0","Forgot Password - проверка функциональности","webkit","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Password - проверка сообщения об ошибке для пустого поля","webkit","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Email - проверка спецсимволов","firefox","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Проверка типов полей ввода","webkit","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","10543","Загрузка и удаление логотипа в Contractor Profile Setup","firefox","2026-09-13","failed","2026-09-13","Business Logo Management Suite @regression","ui/navigation/E Login and Navigation to Contractor Profile Setup - User use Lite plan.spec.ts","",""
"","4399","Навигация к форме Homeowner Signup и проверка отображения","chromium","2026-09-13","passed","2026-09-13","Homeowner Signup Navigation @regression","ui/auth/C Sign Up Form Homeowner.spec.ts","",""
"","5690","Business Phone Number: Валидация и форматы","firefox","2026-09-13","passed","2026-09-13","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","34292","Email: Проверка форматов и безопасности","firefox","2026-09-13","passed","2026-09-13","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","0","Email - проверка безопасности (XSS и SQL-инъекции)","webkit","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","14865","Email: Валидация и стили","firefox","2026-09-13","passed","2026-09-13","Homeowner Signup Navigation @regression","ui/auth/C Sign Up Form Homeowner.spec.ts","",""
"","4183","Успешная авторизация с валидными данными","webkit","2026-09-13","failed","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Registration Submission: End-to-End Flow","chromium","2026-09-13","skipped","2026-09-13","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","16334","Password: Валидация и безопасность","chromium","2026-09-13","passed","2026-09-13","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","0","Password - проверка безопасности (XSS и SQL-инъекции)","firefox","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","7246","Business Name: Валидация и стили","firefox","2026-09-13","passed","2026-09-13","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","0","Проверка производительности","chromium","2026-09-13","skipped","2026-09-13","Home Page Tests @regression @smoke","ui/home/L Home Page .spec.ts","",""
"","4292","Успешная авторизация с валидными данными","firefox","2026-09-13","failed","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Валидация обязательных полей","firefox","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Password - проверка отображения (скрыт/показать)","webkit","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","6977","Search, Sort and View Admin Details","firefox","2026-09-13","passed","2026-09-13","Admin Panel / All Admins Management @regression","ui/admin/Q Admin Panel All Admins.spec.ts","",""
"","70885","Full Name: Валидация и форматы","firefox","2026-09-13","passed","2026-09-13","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","0","Неуспешная авторизация с неверными данными","chromium","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","33292","Email: Проверка форматов и безопасности","chromium","2026-09-13","passed","2026-09-13","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","32909","Проверка функциональности переключателя меню","firefox","2026-09-13","passed","2026-09-13","Menu Toggle Suite @regression","ui/navigation/K Login and Navigation to Menu Toggle - User use Lite plan.spec.ts","",""
"","0","Password - проверка пробелов","webkit","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Валидация обязательных полей","chromium","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Визуальные проверки и доступность","firefox","2026-09-13","skipped","2026-09-13","Home Page Tests @regression @smoke","ui/home/L Home Page .spec.ts","",""
"","17927","Password: Валидация и безопасность","firefox","2026-09-13","passed","2026-09-13","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","0","Проверка типов полей ввода","chromium","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Валидация некорректного email: без @ (user)","webkit","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","5993","Комплексная проверка элементов хедера и навигации","firefox","2026-09-13","passed","2026-09-13","Header Navigation Audit @regression","ui/navigation/N Header Navigation and UI Audit.spec.ts","",""
"","0","Password - проверка максимальной длины","chromium","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","5900","Навигация к форме Homeowner Signup и проверка отображения","firefox","2026-09-13","passed","2026-09-13","Homeowner Signup Navigation @regression","ui/auth/C Sign Up Form Homeowner.spec.ts","",""
"","0","Валидация некорректного email: без домена верхнего уровня (user@test)","chromium","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Валидация некорректного email: без домена (user@)","webkit","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Email - проверка регистра","webkit","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Визуальные проверки и доступность","chromium","2026-09-13","skipped","2026-09-13","Home Page Tests @regression @smoke","ui/home/L Home Page .spec.ts","",""
"","0","Проверка видимости полей формы","chromium","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Email - проверка максимальной длины","firefox","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Password - проверка сообщения об ошибке для пустого поля","chromium","2026-09-13","skipped","2026-09-13","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
