"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9211","Full Name: Валидация и стили","chromium","2026-08-15","passed","2026-08-15","Homeowner Signup Navigation @regression","ui/auth/C Sign Up Form Homeowner.spec.ts","",""
"","5727","Business Phone Number: Валидация и форматы","chromium","2026-08-15","passed","2026-08-15","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","0","UI/UX: Проверка адаптивности и пользовательского интерфейса","chromium","2026-08-15","skipped","2026-08-15","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","5107","01 - Авторизация и навигация на страницу Explanation","chromium","2026-08-15","failed","2026-08-15","Login and Navigation Suite @regression @smoke","ui/navigation/D Login and Navigation to Explanation - User use Lite plan.spec.ts","",""
"","8248","Business Phone Number: Валидация и форматы","webkit","2026-08-15","passed","2026-08-15","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","0","Password - проверка отображения (скрыт/показать)","webkit","2026-08-15","skipped","2026-08-15","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Валидация некорректного email: без @ (user)","webkit","2026-08-15","skipped","2026-08-15","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","19333","Signup Button: Валидация и функциональность","firefox","2026-08-15","passed","2026-08-15","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","0","Проверка загруженного документа в админ-панели","firefox","2026-08-15","skipped","2026-08-15","Upload License and Insurance Suite @regression","ui/navigation/F Login and Navigation to Upload License and Insurance - User use Lite plan.spec.ts","",""
"","18501","Password: Валидация и безопасность","firefox","2026-08-15","passed","2026-08-15","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","0","Remember Me - проверка чекбокса ""Запомнить меня""","firefox","2026-08-15","skipped","2026-08-15","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Пустой ввод","firefox","2026-08-15","skipped","2026-08-15","Home Page Tests @regression @smoke > Search Functionality Audit @search","ui/home/L Home Page .spec.ts","",""
"","0","Валидация обязательных полей","webkit","2026-08-15","skipped","2026-08-15","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Валидация некорректного email: точка в конце домена (user@test.)","webkit","2026-08-15","skipped","2026-08-15","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","1","Валидация некорректного email: без имени пользователя (@test.com)","firefox","2026-08-15","skipped","2026-08-15","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Password - проверка сообщения об ошибке для пустого поля","chromium","2026-08-15","skipped","2026-08-15","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","8303","Search, Sort and View Admin Details","firefox","2026-08-15","passed","2026-08-15","Admin Panel / All Admins Management @regression","ui/admin/Q Admin Panel All Admins.spec.ts","",""
"","0","Password - проверка сообщения об ошибке для неверного пароля","firefox","2026-08-15","skipped","2026-08-15","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Password - проверка сообщения об ошибке для неверного пароля","chromium","2026-08-15","skipped","2026-08-15","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Password - проверка отображения (скрыт/показать)","chromium","2026-08-15","skipped","2026-08-15","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Password - проверка максимальной длины","chromium","2026-08-15","skipped","2026-08-15","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","17240","Навигация и проверка страницы Account Settings с валидацией поля Name","firefox","2026-08-15","failed","2026-08-15","Account Settings Suite @regression","ui/navigation/J Login and Navigation to Account Settings - User use Lite plan.spec.ts","",""
"","32130","Навигация и проверка страницы Request Quotes","firefox","2026-08-15","passed","2026-08-15","Request Quotes Suite @regression","ui/navigation/H Login and Navigation to Request Quotes - User use Lite plan.spec.ts","",""
"","0","Валидация формата email","chromium","2026-08-15","skipped","2026-08-15","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Email - проверка максимальной длины","webkit","2026-08-15","skipped","2026-08-15","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Валидация некорректного email: без имени пользователя (@test.com)","chromium","2026-08-15","skipped","2026-08-15","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Валидация некорректного email: без домена (user@)","webkit","2026-08-15","skipped","2026-08-15","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","4775","Успешная авторизация с валидными данными","firefox","2026-08-15","failed","2026-08-15","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","6977","Комплексная проверка элементов хедера и навигации","firefox","2026-08-15","passed","2026-08-15","Header Navigation Audit @regression","ui/navigation/N Header Navigation and UI Audit.spec.ts","",""
"","0","Email - проверка спецсимволов","webkit","2026-08-15","skipped","2026-08-15","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Функциональные клики в навигации","chromium","2026-08-15","skipped","2026-08-15","Home Page Tests @regression @smoke","ui/home/L Home Page .spec.ts","",""
"","8836","Загрузка и удаление логотипа в Contractor Profile Setup","chromium","2026-08-15","failed","2026-08-15","Business Logo Management Suite @regression","ui/navigation/E Login and Navigation to Contractor Profile Setup - User use Lite plan.spec.ts","",""
"","0","Валидация некорректного email: без домена (user@)","firefox","2026-08-15","skipped","2026-08-15","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Проверка стилей элементов","firefox","2026-08-15","skipped","2026-08-15","Home Page Tests @regression @smoke","ui/home/L Home Page .spec.ts","",""
"","1","Forgot Password - проверка функциональности","webkit","2026-08-15","skipped","2026-08-15","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","5819","Delete Admin Action - Cancel/Dismiss @new","webkit","2026-08-15","passed","2026-08-15","Admin Panel / All Admins Management @regression","ui/admin/Q Admin Panel All Admins.spec.ts","",""
"","6601","Search, Sort and View Admin Details","chromium","2026-08-15","passed","2026-08-15","Admin Panel / All Admins Management @regression","ui/admin/Q Admin Panel All Admins.spec.ts","",""
"","15885","Signup Button: Валидация и взаимодействие","chromium","2026-08-15","passed","2026-08-15","Homeowner Signup Navigation @regression","ui/auth/C Sign Up Form Homeowner.spec.ts","",""
"","36051","Email: Проверка форматов и безопасности","webkit","2026-08-15","passed","2026-08-15","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","17488","Password Confirmation: Валидация и безопасность","webkit","2026-08-15","passed","2026-08-15","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","0","Валидация некорректного email: без домена верхнего уровня (user@test)","webkit","2026-08-15","skipped","2026-08-15","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
