"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15717","Signup Button: Валидация и взаимодействие","firefox","Mon Apr 06 08:56:30 UTC 2026","passed","Mon Apr 06 08:56:45 UTC 2026","Homeowner Signup Navigation @regression","ui/auth/C Sign Up Form Homeowner.spec.ts","",""
"","21469","Signup Button: Валидация и функциональность","webkit","Mon Apr 06 09:12:15 UTC 2026","passed","Mon Apr 06 09:12:37 UTC 2026","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","0","Проверка типов полей ввода","chromium","Mon Apr 06 08:19:00 UTC 2026","skipped","Mon Apr 06 08:19:00 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Remember Me - проверка чекбокса ""Запомнить меня""","webkit","Mon Apr 06 09:04:11 UTC 2026","skipped","Mon Apr 06 09:04:11 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Проверка производительности","firefox","Mon Apr 06 08:57:18 UTC 2026","skipped","Mon Apr 06 08:57:18 UTC 2026","Home Page Tests @regression @smoke","ui/home/L Home Page .spec.ts","",""
"","0","Email - проверка максимальной длины","chromium","Mon Apr 06 08:19:00 UTC 2026","skipped","Mon Apr 06 08:19:00 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Неуспешная авторизация с неверными данными","firefox","Mon Apr 06 08:40:26 UTC 2026","skipped","Mon Apr 06 08:40:26 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Password - проверка пробелов","webkit","Mon Apr 06 09:04:11 UTC 2026","skipped","Mon Apr 06 09:04:11 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Password - проверка отображения (скрыт/показать)","chromium","Mon Apr 06 08:19:00 UTC 2026","skipped","Mon Apr 06 08:19:00 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Проверка видимости полей формы","webkit","Mon Apr 06 09:04:11 UTC 2026","skipped","Mon Apr 06 09:04:11 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Неуспешная авторизация с неверными данными","chromium","Mon Apr 06 08:19:00 UTC 2026","skipped","Mon Apr 06 08:19:00 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","29871","Навигация и проверка страницы Request Quotes","chromium","Mon Apr 06 08:37:49 UTC 2026","passed","Mon Apr 06 08:38:19 UTC 2026","Request Quotes Suite @regression","ui/navigation/H Login and Navigation to Request Quotes - User use Lite plan.spec.ts","",""
"","5611","Business Phone Number: Валидация и форматы","firefox","Mon Apr 06 08:52:30 UTC 2026","passed","Mon Apr 06 08:52:35 UTC 2026","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","0","Проверка производительности","chromium","Mon Apr 06 08:35:15 UTC 2026","skipped","Mon Apr 06 08:35:15 UTC 2026","Home Page Tests @regression @smoke","ui/home/L Home Page .spec.ts","",""
"","0","Валидный поисковый запрос через Enter","chromium","Mon Apr 06 08:35:15 UTC 2026","skipped","Mon Apr 06 08:35:15 UTC 2026","Home Page Tests @regression @smoke > Search Functionality Audit @search","ui/home/L Home Page .spec.ts","",""
"","0","Спецсимволы и длинный запрос","chromium","Mon Apr 06 08:35:15 UTC 2026","skipped","Mon Apr 06 08:35:15 UTC 2026","Home Page Tests @regression @smoke > Search Functionality Audit @search","ui/home/L Home Page .spec.ts","",""
"","0","Несуществующий запрос","chromium","Mon Apr 06 08:35:15 UTC 2026","skipped","Mon Apr 06 08:35:15 UTC 2026","Home Page Tests @regression @smoke > Search Functionality Audit @search","ui/home/L Home Page .spec.ts","",""
"","1","Валидация некорректного email: точка в конце домена (user@test.)","chromium","Mon Apr 06 08:19:00 UTC 2026","skipped","Mon Apr 06 08:19:00 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Валидация некорректного email: без имени пользователя (@test.com)","webkit","Mon Apr 06 09:04:11 UTC 2026","skipped","Mon Apr 06 09:04:11 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","9320","Full Name: Валидация и стили","firefox","Mon Apr 06 08:55:33 UTC 2026","passed","Mon Apr 06 08:55:42 UTC 2026","Homeowner Signup Navigation @regression","ui/auth/C Sign Up Form Homeowner.spec.ts","",""
"","0","Password - проверка минимальной длины","webkit","Mon Apr 06 09:04:11 UTC 2026","skipped","Mon Apr 06 09:04:11 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","4435","01 - Авторизация и навигация на страницу Explanation","chromium","Mon Apr 06 08:35:52 UTC 2026","failed","Mon Apr 06 08:35:56 UTC 2026","Login and Navigation Suite @regression @smoke","ui/navigation/D Login and Navigation to Explanation - User use Lite plan.spec.ts","",""
"","0","Визуальные проверки и доступность","firefox","Mon Apr 06 08:57:18 UTC 2026","skipped","Mon Apr 06 08:57:18 UTC 2026","Home Page Tests @regression @smoke","ui/home/L Home Page .spec.ts","",""
"","5877","Проверка элементов футера и навигационных ссылок","firefox","Mon Apr 06 09:02:32 UTC 2026","passed","Mon Apr 06 09:02:38 UTC 2026","Footer and Links Validation @regression","ui/navigation/M Footer Navigation and Sections Audit.spec.ts","",""
"","0","Визуальные проверки и доступность","chromium","Mon Apr 06 08:35:15 UTC 2026","skipped","Mon Apr 06 08:35:15 UTC 2026","Home Page Tests @regression @smoke","ui/home/L Home Page .spec.ts","",""
"","6426","Business Phone Number: Валидация и форматы","webkit","Mon Apr 06 09:16:34 UTC 2026","passed","Mon Apr 06 09:16:40 UTC 2026","Contractor Registration Fields @regression","ui/auth/B Sign Up Form Contractor Registration .spec.ts","",""
"","0","Email - проверка сообщения об ошибке для пустого поля","webkit","Mon Apr 06 09:04:11 UTC 2026","skipped","Mon Apr 06 09:04:11 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
"","0","Валидация формата email","webkit","Mon Apr 06 09:04:11 UTC 2026","skipped","Mon Apr 06 09:04:11 UTC 2026","Login Form Suite @regression @smoke","ui/auth/A Login Form Validation.spec.ts","",""
